cgpa,dsa,communication,ml,webdev,cloud,cybersecurity,projects,internships,career
9.06,10,2,3,8,9,9,14,3,Cybersecurity Analyst
5.86,8,3,5,1,9,7,11,1,Cloud Engineer
6.88,5,6,6,9,7,4,1,5,Web Developer
7.83,2,6,3,8,9,5,7,2,Web Developer
7.6,9,8,8,10,5,1,16,4,ML Engineer
5.16,10,1,5,4,6,3,4,2,Data Scientist
8.66,3,7,1,6,5,6,6,2,Data Scientist
8.24,9,2,5,6,3,5,18,2,Software Developer
6.1,7,5,1,6,5,10,4,5,Cybersecurity Analyst
8.38,5,9,10,10,7,5,2,1,Web Developer
7.29,7,5,8,5,6,7,13,3,ML Engineer
7.57,3,5,7,4,5,6,9,5,Data Scientist
6.62,7,7,5,4,4,1,14,0,Data Scientist
7.87,2,8,3,3,9,1,2,4,Cloud Engineer
5.67,10,9,1,4,6,5,0,4,Data Scientist
5.93,4,6,1,4,4,10,12,5,Cybersecurity Analyst
6.89,5,8,5,5,9,6,7,4,Cloud Engineer
5.09,9,4,8,2,6,8,7,3,ML Engineer
8.82,9,2,9,3,9,3,8,4,ML Engineer
7.44,5,2,3,7,8,5,1,3,Cloud Engineer
9.3,6,3,3,2,1,8,18,1,Cybersecurity Analyst
8.24,6,2,1,3,10,7,7,4,Cloud Engineer
6.55,1,5,4,7,3,5,8,1,Data Scientist
7.13,8,5,7,3,4,7,13,4,Data Scientist
6.33,9,5,1,7,6,1,19,0,Data Scientist
5.14,8,7,10,1,7,5,6,0,ML Engineer
9.34,10,2,6,5,2,2,15,5,Software Developer
7.42,4,4,3,5,3,9,2,2,Cybersecurity Analyst
7.66,3,8,7,5,5,10,6,0,Cybersecurity Analyst
8.99,4,2,1,9,6,8,13,0,Cybersecurity Analyst
8.97,10,4,10,10,7,9,6,4,ML Engineer
6.81,4,9,9,8,9,1,17,4,Web Developer
8.82,1,2,1,4,1,6,10,2,Data Scientist
5.82,4,5,10,7,8,4,4,0,Cloud Engineer
8.88,3,4,9,9,10,3,1,3,Cloud Engineer
7.48,1,4,1,6,3,6,9,2,Data Scientist
7.35,4,6,8,6,4,2,15,3,Data Scientist
8.27,3,3,4,5,5,9,15,3,Cybersecurity Analyst
6.4,7,7,6,8,10,8,17,1,Web Developer
7.83,4,8,8,3,5,3,14,1,Mobile App Developer
6.83,1,9,1,2,5,5,8,2,Data Scientist
6.74,2,6,6,2,6,3,20,2,Data Scientist
5.47,2,4,7,10,9,8,2,1,Cybersecurity Analyst
6.69,7,5,6,2,10,2,16,1,Cloud Engineer
7.33,7,10,8,7,10,10,8,5,ML Engineer
8.89,1,4,3,2,5,2,18,2,Data Scientist
7.08,5,2,6,3,6,8,20,2,Cybersecurity Analyst
6.19,4,2,5,8,10,9,9,5,Cybersecurity Analyst
5.78,9,9,4,2,9,1,5,4,Cloud Engineer
8.24,2,7,6,1,1,8,9,5,Cybersecurity Analyst
9.86,4,3,9,10,4,7,6,3,Data Scientist
6.44,4,1,1,10,3,2,11,4,Data Scientist
5.16,5,3,7,5,9,10,4,1,Cybersecurity Analyst
8.22,9,9,10,9,8,10,17,3,ML Engineer
5.55,8,1,4,4,2,6,12,0,Data Scientist
8.59,5,8,5,4,6,4,14,3,Mobile App Developer
5.92,7,10,4,2,8,9,14,0,Cybersecurity Analyst
6.22,7,1,5,2,8,2,10,3,Cloud Engineer
8.71,8,4,4,2,4,6,2,2,Software Developer
5.13,7,1,1,6,7,3,15,3,DevOps Engineer
5.27,10,9,10,5,5,3,20,2,ML Engineer
7.46,7,9,10,2,4,3,1,5,ML Engineer
5.39,2,1,4,4,8,10,11,3,Cybersecurity Analyst
6.43,3,1,4,9,8,6,13,0,Cloud Engineer
9.78,2,5,3,8,3,1,8,2,Data Scientist
8.72,6,4,9,6,9,7,9,0,Cloud Engineer
5.43,8,1,2,2,5,5,14,3,Data Scientist
7.14,3,6,8,4,1,6,20,2,Data Scientist
8.21,6,4,4,5,5,1,2,4,Data Scientist
8.66,3,2,5,4,1,6,15,4,Data Scientist
7.03,9,7,3,3,2,2,10,1,Data Scientist
5.66,7,6,9,7,3,9,6,3,ML Engineer
7.33,6,2,8,10,4,9,18,5,Cybersecurity Analyst
6.15,5,6,10,5,3,2,3,5,Data Scientist
5.66,3,10,1,7,6,8,2,3,Cybersecurity Analyst
6.53,3,1,2,4,10,2,18,5,Cloud Engineer
6.19,4,7,3,1,10,2,12,3,Cloud Engineer
8.47,9,8,5,7,5,10,12,4,Cybersecurity Analyst
7.44,3,2,6,8,8,4,5,0,Cloud Engineer
6.67,7,3,6,6,8,2,6,1,Cloud Engineer
8.23,3,1,10,4,2,2,17,4,Data Scientist
5.32,7,5,6,6,3,10,2,0,Cybersecurity Analyst
8.63,5,6,4,10,7,4,6,2,Web Developer
6.26,4,6,3,2,7,3,20,0,DevOps Engineer
7.84,7,10,5,5,5,5,13,4,Mobile App Developer
6.19,10,7,2,6,3,8,9,4,Cybersecurity Analyst
9.46,6,8,3,10,10,2,10,0,Web Developer
9.21,5,9,3,6,10,9,5,5,Cybersecurity Analyst
7.39,2,7,7,8,10,5,12,4,Web Developer
8.37,7,9,5,6,3,1,14,3,Mobile App Developer
8.56,1,8,7,10,6,3,16,5,Web Developer
6.55,8,3,2,3,5,9,18,2,Cybersecurity Analyst
6.35,7,10,10,8,9,1,7,5,ML Engineer
6.74,1,3,8,8,8,5,12,2,Cloud Engineer
5.11,2,1,7,10,9,7,2,5,Cloud Engineer
5.51,1,7,4,4,3,9,1,5,Cybersecurity Analyst
7.57,2,8,5,7,1,3,1,0,Data Scientist
6.97,7,9,7,10,4,8,13,3,Web Developer
9.7,7,7,4,5,4,10,19,4,Cybersecurity Analyst
6.19,5,1,9,2,4,4,0,5,Data Scientist
9.86,8,8,6,9,8,10,8,1,Web Developer
9.36,1,8,8,3,4,9,3,3,Cybersecurity Analyst
6.57,9,5,4,7,5,1,4,0,Data Scientist
6.58,5,3,6,3,6,6,10,3,Data Scientist
6.87,4,9,4,6,4,9,18,5,Cybersecurity Analyst
5.39,7,8,1,6,5,6,15,1,Mobile App Developer
6.65,3,9,7,8,5,4,2,0,Web Developer
9.14,5,10,1,7,2,3,17,0,Mobile App Developer
9.85,9,2,6,9,10,6,13,0,Cloud Engineer
8.29,7,3,6,2,4,3,12,3,Data Scientist
7.78,4,5,5,4,5,6,5,3,Data Scientist
8.83,10,8,3,3,3,7,15,0,Software Developer
9.66,4,6,1,3,2,8,7,1,Cybersecurity Analyst
5.27,2,6,2,7,7,3,0,3,Data Scientist
8.71,9,8,10,8,10,7,4,5,ML Engineer
6.18,2,2,2,1,3,9,9,0,Cybersecurity Analyst
6.86,4,6,7,7,4,2,9,4,Data Scientist
9.43,10,6,2,9,5,2,20,3,Web Developer
9.25,3,10,2,8,1,9,0,1,Web Developer
8.46,3,6,2,7,9,5,10,2,Cloud Engineer
9.81,8,8,4,4,9,8,15,0,Cybersecurity Analyst
5.8,7,1,6,8,4,2,10,4,Data Scientist
7.99,2,7,4,1,5,1,17,3,Data Scientist
8.15,10,4,10,10,5,8,3,1,ML Engineer
8.11,2,2,10,7,5,1,14,0,Data Scientist
7.24,4,9,5,5,5,5,6,5,Data Scientist
9.05,5,1,6,7,8,1,0,5,Cloud Engineer
8.71,3,4,9,6,10,9,5,4,Cybersecurity Analyst
9.61,6,5,3,9,5,3,20,4,Data Scientist
6.36,5,4,6,8,6,10,1,2,Cybersecurity Analyst
6.41,9,9,7,6,1,3,9,5,Data Scientist
9.47,6,2,3,7,9,10,4,0,Cybersecurity Analyst
6.43,5,4,2,3,9,3,14,4,Cloud Engineer
9.23,7,8,9,10,5,10,7,4,ML Engineer
8.62,3,2,2,6,4,2,19,5,Data Scientist
7.93,7,5,10,2,7,6,11,4,ML Engineer
9.64,5,10,8,6,7,10,9,3,Cybersecurity Analyst
6.41,3,8,4,3,8,7,11,5,Cloud Engineer
6.12,9,4,4,6,8,9,14,0,Cybersecurity Analyst
7.48,4,7,5,3,2,5,3,5,Data Scientist
7.88,1,3,5,7,5,5,14,4,Data Scientist
8.49,10,7,8,3,4,7,15,5,ML Engineer
8.59,6,8,6,4,10,1,4,5,Cloud Engineer
8.83,6,6,8,10,9,4,19,3,Web Developer
7.5,9,10,10,10,2,7,9,5,ML Engineer
8.01,9,2,3,3,7,9,7,2,Cybersecurity Analyst
8.66,2,4,7,7,10,4,12,4,Cloud Engineer
8.57,1,1,5,1,7,8,15,2,Cybersecurity Analyst
8.52,1,4,1,1,7,2,6,3,Data Scientist
8.5,8,4,1,4,6,9,1,2,Cybersecurity Analyst
8.63,8,6,8,4,7,1,1,3,ML Engineer
7.56,8,2,5,4,9,3,11,4,Cloud Engineer
5.9,10,2,8,6,1,7,13,3,ML Engineer
9.19,7,5,2,4,10,3,13,3,Cloud Engineer
7.57,8,5,2,8,7,6,3,3,Data Scientist
5.28,4,4,1,2,4,4,18,1,Data Scientist
9.62,6,9,1,1,1,6,6,4,Data Scientist
8.72,3,5,5,1,7,5,5,2,Data Scientist
6.89,4,6,7,3,2,6,12,2,Data Scientist
6.41,3,8,9,1,2,5,13,2,Mobile App Developer
7.25,4,10,8,5,9,5,19,1,Cloud Engineer
6.21,4,1,9,4,3,3,2,0,Data Scientist
7.72,9,10,7,8,1,9,9,5,Web Developer
6.23,5,3,6,2,2,5,17,4,Data Scientist
5.16,9,8,7,3,8,3,3,5,Cloud Engineer
8.47,5,3,5,8,4,6,0,2,Data Scientist
6.85,4,9,10,2,10,2,3,1,Cloud Engineer
7.6,2,3,9,1,9,1,14,3,Cloud Engineer
5.33,4,2,7,2,8,10,17,3,Cybersecurity Analyst
9.08,4,7,10,1,6,10,17,5,Cybersecurity Analyst
8.49,4,7,9,1,1,9,14,5,Cybersecurity Analyst
6.23,10,2,6,8,5,9,0,2,Cybersecurity Analyst
5.47,3,1,10,7,6,5,3,3,Data Scientist
9.91,2,8,5,8,9,1,4,3,Web Developer
7.57,3,7,5,1,2,5,12,1,Data Scientist
9.33,4,9,4,2,5,2,19,4,Mobile App Developer
7.78,1,4,10,3,8,3,12,3,Cloud Engineer
9.78,4,7,7,4,1,6,8,2,Data Scientist
6.2,4,7,5,9,4,3,15,0,Web Developer
7.06,4,3,7,10,9,4,13,0,Cloud Engineer
8.29,4,4,10,10,2,7,2,1,Data Scientist
5.2,5,1,8,7,4,8,1,2,Cybersecurity Analyst
8.47,10,3,10,9,8,6,8,5,ML Engineer
8.57,1,10,4,6,2,4,18,5,Mobile App Developer
8.1,4,10,7,10,1,4,18,3,Web Developer
9.94,1,3,6,3,9,4,2,0,Cloud Engineer
5.35,1,3,4,1,3,3,19,0,Data Scientist
9.46,3,8,1,10,9,2,5,5,Web Developer
6.99,8,3,10,10,1,8,7,1,ML Engineer
6.54,6,8,3,8,6,2,17,3,Web Developer
7.33,6,7,6,7,7,10,16,4,Cybersecurity Analyst
7.23,9,1,2,3,2,4,0,2,Data Scientist
7.16,9,9,2,1,6,7,13,4,Mobile App Developer
8.69,5,3,4,2,10,6,8,3,Cloud Engineer
5.76,5,10,6,10,2,7,0,4,Web Developer
5.99,1,4,2,1,6,6,3,0,Data Scientist
9.78,5,3,3,7,8,2,9,3,Cloud Engineer
9.26,10,5,3,9,3,9,8,5,Cybersecurity Analyst
6.84,4,7,7,9,1,9,15,5,Web Developer
9.18,9,10,5,3,4,6,18,4,Software Developer
9.37,2,8,5,7,8,6,6,0,Cloud Engineer
5.17,7,5,4,2,4,6,11,5,Data Scientist
6.58,8,2,4,10,3,4,20,0,Data Scientist
8.12,2,4,6,9,1,5,11,0,Data Scientist
6.08,7,10,8,5,8,2,2,5,ML Engineer
5.28,3,8,4,1,5,6,12,2,Mobile App Developer
7.26,2,5,2,2,3,7,2,2,Data Scientist
8.47,8,8,10,3,6,3,9,0,ML Engineer
9.79,10,4,9,1,4,4,7,4,ML Engineer
5.9,8,3,6,9,6,4,19,3,Data Scientist
8.35,3,1,10,9,7,8,8,5,Cybersecurity Analyst
5.56,3,9,6,9,2,6,12,4,Web Developer
6.52,8,6,2,1,5,1,5,2,Data Scientist
9.12,1,8,6,6,2,1,10,3,Mobile App Developer
7.78,1,10,4,7,7,7,16,2,Mobile App Developer
7.66,7,6,5,5,5,7,8,4,Data Scientist
5.08,3,10,8,2,1,10,8,0,Cybersecurity Analyst
6.42,2,10,8,6,7,1,6,5,Data Scientist
5.51,1,6,9,2,8,6,13,3,Cloud Engineer
6.16,4,2,5,7,9,4,12,2,Cloud Engineer
6.31,3,10,5,2,3,10,17,4,Cybersecurity Analyst
5.79,4,2,9,1,5,10,8,3,Cybersecurity Analyst
8.17,7,5,3,1,7,8,15,2,Cybersecurity Analyst
5.99,4,1,6,7,10,1,3,2,Cloud Engineer
6.42,3,9,7,7,4,5,3,1,Data Scientist
6.28,5,9,4,6,5,10,5,0,Cybersecurity Analyst
6.16,9,3,6,5,1,6,11,5,Data Scientist
7.78,5,7,8,3,3,8,11,5,Cybersecurity Analyst
5.3,5,7,7,2,5,3,20,0,Data Scientist
6.45,4,10,9,9,3,10,15,2,Web Developer
6.35,5,2,6,5,4,1,11,4,Data Scientist
9.87,8,10,1,7,8,4,2,1,Cloud Engineer
9.16,1,3,9,8,1,7,13,0,Data Scientist
5.44,6,5,9,5,4,6,1,1,Data Scientist
6.18,1,7,10,10,6,5,12,3,Web Developer
9.65,3,4,5,4,6,4,20,2,Data Scientist
8.38,6,2,7,1,9,9,15,1,Cybersecurity Analyst
8.29,8,9,3,10,1,1,2,5,Web Developer
5.87,3,1,3,4,2,8,5,0,Cybersecurity Analyst
9.07,4,9,8,10,6,10,6,1,Web Developer
7.91,5,9,5,4,10,10,19,0,Cybersecurity Analyst
8.94,5,1,2,3,6,6,7,4,Data Scientist
8.11,3,1,10,6,6,3,2,1,Data Scientist
5.37,6,7,10,4,10,5,1,1,Cloud Engineer
9.24,9,10,4,2,10,1,2,5,Cloud Engineer
8.59,10,10,1,3,6,2,14,4,Software Developer
8.42,6,9,7,3,1,4,6,3,Data Scientist
8.99,2,3,8,6,9,6,3,2,Cloud Engineer
5.98,8,6,3,1,7,6,13,2,DevOps Engineer
7.46,1,4,5,8,5,3,2,1,Data Scientist
5.17,2,8,4,4,2,7,16,0,Mobile App Developer
9.74,6,2,2,2,2,1,16,0,Data Scientist
9.94,10,3,7,10,5,7,15,2,Software Developer
7.44,2,3,8,3,3,5,8,1,Data Scientist
9.3,3,3,6,9,7,8,13,4,Cybersecurity Analyst
9.71,2,3,2,6,10,8,12,4,Cybersecurity Analyst
6.08,4,9,10,5,6,1,16,2,Mobile App Developer
7.48,3,9,1,10,10,2,5,2,Web Developer
8.56,8,8,2,8,1,6,6,2,Web Developer
5.14,6,3,6,7,3,7,20,2,Data Scientist
5.43,8,3,1,2,2,8,2,5,Cybersecurity Analyst
6.41,2,1,7,4,1,10,15,4,Cybersecurity Analyst
6.09,2,4,1,1,4,1,19,1,Data Scientist
8.52,5,10,10,5,8,7,15,5,Cloud Engineer
8.81,9,6,3,6,2,3,16,5,Software Developer
7.2,6,7,5,5,5,8,20,5,Cybersecurity Analyst
8.48,3,3,1,2,10,8,1,4,Cybersecurity Analyst
5.43,2,3,8,10,3,2,14,4,Data Scientist
9.15,10,8,6,1,2,1,5,5,Software Developer
7.08,10,1,7,3,10,8,8,5,Cybersecurity Analyst
6.98,6,2,5,7,4,1,19,4,Data Scientist
9.55,10,4,2,5,6,6,1,5,Software Developer
6.59,5,10,4,1,1,1,5,3,Data Scientist
5.21,4,5,9,1,9,6,7,5,Cloud Engineer
7.31,7,1,2,1,5,2,2,3,Data Scientist
9.41,6,9,3,6,3,10,18,4,Cybersecurity Analyst
6.73,2,8,6,7,3,1,16,1,Mobile App Developer
8.9,3,2,10,7,7,1,12,5,DevOps Engineer
7.62,4,6,3,3,3,10,14,1,Cybersecurity Analyst
5.1,4,7,4,7,3,4,2,4,Data Scientist
5.48,5,3,8,7,8,4,3,2,Cloud Engineer
8.85,2,4,3,2,2,9,3,3,Cybersecurity Analyst
9.91,10,3,6,2,1,6,2,3,Software Developer
5.5,6,4,1,4,7,8,11,2,Cybersecurity Analyst
8.41,2,4,6,8,10,8,18,3,Cybersecurity Analyst
8.04,2,8,3,9,10,1,19,1,Web Developer
8.31,1,6,7,3,9,4,5,1,Cloud Engineer
6.68,5,5,10,7,9,1,0,5,Cloud Engineer
9.29,1,10,10,7,1,10,20,5,Cybersecurity Analyst
9.49,8,4,2,3,8,9,15,3,Cybersecurity Analyst
5.17,1,4,1,7,6,10,3,0,Cybersecurity Analyst
5.08,6,3,7,3,9,7,5,2,Cloud Engineer
9.85,5,4,5,4,7,9,12,1,Cybersecurity Analyst
6.41,2,5,1,2,5,7,4,0,Data Scientist
6.74,7,6,2,2,1,8,0,0,Cybersecurity Analyst
7.6,7,5,8,5,7,3,4,3,ML Engineer
8.36,2,9,5,10,2,10,19,2,Web Developer
7.49,1,6,8,7,9,7,9,0,Cloud Engineer
5.83,9,6,3,7,4,1,14,4,Data Scientist
5.92,6,5,6,1,6,2,19,1,Data Scientist
8.04,10,2,6,8,8,8,7,3,Cybersecurity Analyst
8.85,7,2,9,10,3,8,3,5,ML Engineer
7.08,5,7,1,4,9,9,14,0,Cybersecurity Analyst
9.24,7,5,10,10,2,6,4,4,ML Engineer
9.78,5,9,6,6,3,3,7,2,Data Scientist
9.8,2,7,8,7,9,3,14,2,Cloud Engineer
8.34,9,10,2,8,6,2,20,5,Web Developer
6.97,4,6,5,2,4,3,17,3,Data Scientist
9.22,3,6,1,4,1,5,0,1,Data Scientist
5.73,8,9,8,5,5,9,2,5,ML Engineer
7.45,3,9,6,3,3,6,8,3,Data Scientist
6.94,9,9,8,4,7,8,18,3,ML Engineer
6.58,3,2,6,6,9,7,1,0,Cloud Engineer
9.27,8,1,10,5,6,5,4,1,ML Engineer
5.98,10,10,3,9,7,9,7,3,Web Developer
9.69,8,10,9,5,7,7,1,5,ML Engineer
8.3,6,9,6,4,5,7,17,0,Mobile App Developer
9.88,9,2,3,2,7,2,8,3,Software Developer
5.75,8,10,8,4,7,9,5,2,ML Engineer
9.21,6,4,2,5,6,9,8,0,Cybersecurity Analyst
5.82,10,6,1,10,2,4,14,0,Web Developer
6.15,9,3,5,6,3,3,5,4,Data Scientist
5.02,7,3,2,7,1,1,11,0,Data Scientist
6.94,5,6,6,9,8,5,7,0,Web Developer
9.35,1,5,6,1,5,6,16,1,Data Scientist
5.04,10,6,6,8,3,2,1,0,Web Developer
7.27,4,9,3,3,3,2,6,2,Data Scientist
9.68,7,9,9,10,2,8,16,1,ML Engineer
7.98,7,10,1,4,3,2,20,4,Mobile App Developer
6.99,1,2,8,10,8,7,0,2,Cloud Engineer
8.51,2,2,3,10,10,4,14,1,Cloud Engineer
6.62,6,5,3,5,2,8,5,3,Cybersecurity Analyst
6.24,5,1,8,8,7,5,6,4,Data Scientist
5.42,4,2,2,4,4,5,16,2,Data Scientist
5.93,9,3,4,6,6,7,12,3,Data Scientist
9.33,2,4,1,3,7,7,5,2,Data Scientist
6.62,4,5,7,5,2,5,2,3,Data Scientist
8.13,2,10,3,7,8,10,2,3,Cybersecurity Analyst
7.44,6,3,10,2,7,3,10,0,DevOps Engineer
9.71,7,6,5,7,1,7,14,3,Data Scientist
8.48,5,9,10,6,4,7,1,3,Data Scientist
7.07,2,4,5,1,7,5,0,4,Data Scientist
8.52,9,9,2,4,4,7,4,2,Software Developer
7.72,1,8,7,9,8,3,19,0,Web Developer
5.57,6,2,3,8,1,1,19,2,Data Scientist
6.67,6,4,5,8,9,10,4,3,Cybersecurity Analyst
7.62,3,6,7,10,9,3,6,4,Web Developer
9.28,9,7,9,2,10,8,2,3,ML Engineer
6.65,5,5,6,8,6,2,11,2,Data Scientist
7.41,3,7,7,1,6,10,15,0,Cybersecurity Analyst
8.94,7,3,3,6,3,1,7,5,Data Scientist
5.58,9,2,3,2,9,5,13,1,Cloud Engineer
9.4,2,3,6,4,6,1,12,0,Data Scientist
8.68,5,8,7,2,6,6,0,5,Data Scientist
5.01,5,3,8,10,1,10,9,4,Cybersecurity Analyst
7.32,2,4,4,3,2,1,10,4,Data Scientist
5.7,5,7,1,5,7,7,7,1,Data Scientist
5.34,1,4,4,5,5,10,6,2,Cybersecurity Analyst
6.5,7,5,5,4,9,9,16,1,Cybersecurity Analyst
8.88,7,10,1,3,2,1,8,1,Data Scientist
5.02,8,5,9,7,3,6,13,4,ML Engineer
6.64,3,7,1,7,7,7,2,3,Data Scientist
8.93,6,3,8,6,10,3,3,3,Cloud Engineer
9.22,7,7,8,3,10,6,10,5,ML Engineer
8.25,3,8,5,4,1,3,4,1,Data Scientist
5.55,7,4,7,5,10,5,11,0,Cloud Engineer
9.32,5,5,7,6,9,8,14,5,Cybersecurity Analyst
6.92,3,1,8,6,7,2,10,5,DevOps Engineer
7.81,10,5,1,10,2,3,14,4,Data Scientist
7.48,5,9,1,9,3,2,17,5,Web Developer
5.29,4,3,6,8,8,4,5,0,Cloud Engineer
9.05,4,2,9,5,4,7,3,2,Data Scientist
6.63,8,10,8,4,8,3,7,3,ML Engineer
5.12,9,8,10,10,7,9,19,0,ML Engineer
7.87,9,7,4,10,7,8,7,0,Web Developer
7.26,1,7,10,7,2,7,0,1,Data Scientist
5.74,9,2,4,4,2,3,8,2,Data Scientist
9.77,9,2,8,10,10,4,12,1,ML Engineer
5.17,3,9,2,3,7,2,6,0,Data Scientist
6.16,3,4,10,8,9,1,8,5,Cloud Engineer
8.66,9,6,3,7,4,8,10,3,Cybersecurity Analyst
7.65,4,1,6,3,5,8,7,0,Cybersecurity Analyst
7.98,10,7,6,2,6,7,4,3,Data Scientist
9.5,1,6,3,3,4,5,19,1,Data Scientist
9.87,6,10,1,10,8,5,1,4,Web Developer
5.15,9,9,6,6,7,2,10,5,Mobile App Developer
8.45,3,2,7,5,10,2,19,3,Cloud Engineer
9.41,4,8,2,5,5,3,0,4,Data Scientist
9.27,8,5,8,7,8,1,5,2,ML Engineer
6.33,9,4,7,9,8,6,17,4,Cloud Engineer
6.94,2,5,3,2,1,9,2,1,Cybersecurity Analyst
8.5,7,8,6,3,3,10,18,4,Cybersecurity Analyst
9.57,9,10,1,4,2,5,0,0,Software Developer
6.01,1,5,1,10,2,7,2,4,Data Scientist
5.71,1,6,6,2,8,1,10,0,Cloud Engineer
6.59,8,2,1,3,2,6,3,0,Data Scientist
6.17,5,3,6,1,9,3,2,0,Cloud Engineer
8.18,3,2,4,9,10,2,0,0,Cloud Engineer
9.83,2,2,7,1,1,3,0,2,Data Scientist
8.46,6,5,7,3,8,7,3,4,Cloud Engineer
6.0,10,9,8,2,7,2,0,0,ML Engineer
5.65,3,1,8,7,2,2,14,3,Data Scientist
5.99,5,8,8,4,10,5,9,3,Cloud Engineer
5.9,2,5,6,7,3,7,2,4,Data Scientist
5.79,7,9,3,10,1,4,10,4,Web Developer
5.82,8,7,3,8,10,2,12,5,Web Developer
9.79,4,8,5,1,3,2,17,1,Mobile App Developer
8.93,3,6,6,3,2,8,2,5,Cybersecurity Analyst
8.14,1,3,1,10,2,4,3,0,Data Scientist
6.95,6,3,9,9,5,6,16,2,Data Scientist
5.84,9,9,4,7,6,8,9,2,Cybersecurity Analyst
7.47,4,1,5,6,7,6,7,1,Data Scientist
5.01,5,4,6,6,10,9,18,2,Cybersecurity Analyst
9.57,9,6,9,3,8,10,0,5,ML Engineer
7.92,8,9,7,9,1,5,8,2,Web Developer
5.73,5,7,3,4,8,5,6,2,Cloud Engineer
6.32,10,3,2,3,9,3,14,5,Cloud Engineer
9.75,10,9,1,10,4,6,5,2,Web Developer
7.11,3,2,7,2,3,3,15,5,Data Scientist
8.71,10,6,3,7,3,8,7,3,Cybersecurity Analyst
9.03,5,2,2,5,1,4,13,3,Data Scientist
5.11,6,3,1,2,9,3,12,2,Cloud Engineer
9.26,5,10,2,5,7,9,11,3,Cybersecurity Analyst
5.25,9,10,9,7,7,1,13,1,ML Engineer
8.27,5,6,7,10,3,2,17,4,Web Developer
7.82,1,4,6,6,7,5,3,1,Data Scientist
5.23,10,1,9,4,3,5,12,1,ML Engineer
9.37,3,9,5,10,1,7,0,3,Web Developer
5.18,6,1,10,5,9,7,17,1,Cloud Engineer
8.29,8,1,6,2,6,3,1,1,Software Developer
8.5,6,6,7,2,5,9,19,2,Cybersecurity Analyst
9.08,6,2,7,7,10,8,13,1,Cybersecurity Analyst
9.98,8,10,8,4,4,10,9,3,ML Engineer
8.06,1,1,8,1,6,7,10,5,Data Scientist
6.77,6,4,5,3,1,5,2,1,Data Scientist
5.7,8,5,6,5,9,5,12,0,Cloud Engineer
8.54,4,4,8,5,1,1,15,4,Data Scientist
5.23,7,2,6,5,1,3,9,0,Data Scientist
7.01,2,4,7,6,10,6,19,0,Cloud Engineer
9.06,5,2,8,1,3,8,4,3,Cybersecurity Analyst
6.09,4,7,7,1,5,1,5,5,Data Scientist
5.03,2,1,4,6,9,9,15,4,Cybersecurity Analyst
9.5,5,10,4,5,6,2,7,0,Data Scientist
9.39,2,8,3,9,10,6,13,4,Web Developer
9.79,9,5,1,8,2,5,9,2,Software Developer
9.9,8,1,1,7,7,9,7,0,Cybersecurity Analyst
7.15,10,8,6,5,6,6,1,5,Data Scientist
5.68,3,1,9,1,3,3,4,0,Data Scientist
7.22,3,2,6,2,7,3,19,4,DevOps Engineer
8.82,2,6,1,8,1,4,8,5,Web Developer
9.58,1,5,4,10,9,1,10,1,Cloud Engineer
9.29,5,10,1,6,2,8,20,2,Cybersecurity Analyst
8.86,8,3,9,9,1,2,7,3,ML Engineer
8.39,10,3,8,3,6,6,0,0,ML Engineer
7.75,8,6,10,7,6,2,16,3,ML Engineer
9.39,10,1,8,2,10,5,1,2,ML Engineer
8.78,1,9,1,8,1,2,6,0,Web Developer
5.76,8,6,2,7,6,9,20,5,Cybersecurity Analyst
7.32,10,8,5,2,2,6,17,4,Mobile App Developer
5.68,9,7,7,2,5,3,12,5,Data Scientist
6.1,6,6,9,5,5,1,16,2,Data Scientist
6.86,2,1,2,7,9,1,9,1,Cloud Engineer
5.43,4,2,6,7,4,4,16,3,Data Scientist
6.72,7,4,9,4,6,7,6,0,ML Engineer
8.7,9,8,2,8,3,5,12,1,Web Developer
8.27,7,9,2,10,2,10,17,5,Web Developer
7.54,7,10,8,5,8,8,6,1,ML Engineer
6.6,4,9,9,9,5,3,16,3,Web Developer
5.62,9,4,3,2,4,1,18,1,Data Scientist
8.23,6,3,7,4,6,7,1,3,Data Scientist
8.62,4,7,10,9,8,8,0,3,Web Developer
6.69,9,8,6,8,3,7,15,5,Web Developer
6.56,7,9,5,7,7,3,17,1,Mobile App Developer
8.02,3,4,2,8,10,7,15,3,Cloud Engineer
9.43,9,9,2,7,2,3,14,3,Software Developer
6.58,8,6,9,4,10,10,18,1,ML Engineer
7.7,5,2,4,1,9,2,7,1,Cloud Engineer
6.72,9,6,10,1,5,8,5,0,ML Engineer
8.54,1,8,3,7,3,2,19,3,Mobile App Developer
6.78,8,6,8,10,1,8,14,5,ML Engineer
5.81,8,10,8,5,4,5,9,2,ML Engineer
9.62,3,5,7,4,5,3,18,1,Data Scientist
5.87,5,1,1,10,7,10,14,0,Cybersecurity Analyst
5.63,6,5,2,6,1,3,10,3,Data Scientist
7.26,4,3,9,10,2,4,19,2,Data Scientist
8.36,7,1,5,9,3,9,18,5,Cybersecurity Analyst
7.89,6,6,6,4,7,1,17,4,DevOps Engineer
8.96,3,3,1,2,5,6,0,2,Data Scientist
9.51,6,5,8,8,6,3,6,2,Data Scientist
9.72,8,4,4,10,1,9,1,1,Cybersecurity Analyst
9.76,8,9,6,6,2,9,13,4,Cybersecurity Analyst
8.68,9,2,2,5,10,4,12,4,Cloud Engineer
